rider_id,gps_accuracy_meters,accelerometer_variance,gyroscope_variance,wifi_ssid_count,is_spoof
5231,5.4,1.937,1.318,11,0
5232,8.0,1.512,2.273,3,0
5233,199.7,0.064,0.061,1,1
5234,15.1,1.874,1.295,5,0
5235,10.7,1.099,0.409,12,0
5236,11.5,1.445,1.021,13,0
5237,4.5,1.231,2.223,7,0
5238,18.5,1.471,1.3,6,0
5239,18.7,1.751,1.285,5,0
5240,14.3,0.933,1.428,9,0
5241,2.3,1.484,1.001,7,0
5242,11.7,1.464,1.432,3,0
5243,13.3,1.215,1.189,6,0
5244,19.9,2.996,2.31,3,0
5245,273.1,0.077,0.073,1,1
5246,17.4,2.107,2.152,13,0
5247,3.1,0.936,1.842,12,0
5248,19.2,2.599,0.846,12,0
5249,86.9,0.028,0.018,1,1
5250,16.4,1.504,0.583,8,0
5251,9.3,2.559,1.342,13,0
5252,7.8,1.125,0.902,3,0
5253,10.3,0.85,1.529,12,0
5254,4.6,1.29,1.03,11,0
5255,8.4,1.354,1.918,11,0
5256,78.9,0.076,0.01,2,1
5257,2.7,1.432,1.889,9,0
5258,4.7,1.528,1.146,6,0
5259,4.3,2.275,1.66,4,0
5260,9.3,1.114,2.266,14,0
5261,299.9,0.026,0.072,1,1
5262,5.1,1.724,0.648,13,0
5263,4.6,1.621,0.675,4,0
5264,18.5,0.65,1.439,8,0
5265,17.9,0.835,1.937,8,0
5266,2.6,1.775,1.78,7,0
5267,15.5,1.087,1.353,5,0
5268,256.5,0.063,0.027,1,1
5269,224.4,0.058,0.021,2,1
5270,10.9,0.55,1.719,5,0
5271,149.7,0.014,0.031,2,1
5272,2.8,2.965,1.056,9,0
5273,6.2,2.085,1.123,4,0
5274,9.1,1.385,2.097,10,0
5275,10.1,0.542,2.028,4,0
5276,18.6,1.712,0.931,4,0
5277,12.1,1.016,0.516,6,0
5278,2.8,2.119,2.012,12,0
5279,9.3,1.958,1.261,3,0
5280,9.5,1.163,0.862,13,0
5281,19.4,0.672,0.646,9,0
5282,12.8,2.388,0.427,4,0
5283,13.4,1.964,1.298,8,0
5284,14.8,2.605,1.114,7,0
5285,15.9,1.15,1.863,7,0
5286,263.5,0.061,0.023,1,1
5287,6.3,0.797,0.834,7,0
5288,17.7,1.23,0.91,14,0
5289,280.7,0.073,0.066,1,1
5290,15.4,2.564,1.378,11,0
5291,19.9,1.302,1.865,14,0
5292,16.4,2.497,1.139,14,0
5293,233.1,0.075,0.054,2,1
5294,19.1,1.372,1.934,4,0
5295,4.7,2.691,2.069,14,0
5296,11.0,1.773,0.92,9,0
5297,12.5,2.121,0.687,11,0
5298,7.9,1.739,1.508,5,0
5299,17.1,1.632,0.837,8,0
5300,15.7,2.62,1.186,7,0
5301,149.5,0.058,0.022,2,1
5302,19.9,0.592,0.861,11,0
5303,6.7,2.699,2.093,14,0
5304,195.9,0.065,0.051,2,1
5305,11.9,1.416,0.861,5,0
5306,7.6,0.964,1.505,12,0
5307,4.9,2.189,1.69,12,0
5308,74.6,0.015,0.025,1,1
5309,12.7,1.559,0.704,12,0
5310,16.8,0.715,1.515,6,0
5311,89.5,0.021,0.024,2,1
5312,6.0,0.568,1.377,14,0
5313,245.8,0.028,0.052,1,1
5314,57.3,0.047,0.057,2,1
5315,19.5,1.718,1.859,6,0
5316,2.1,0.938,1.705,4,0
5317,19.7,0.753,1.752,3,0
5318,19.6,1.283,1.237,7,0
5319,19.9,1.663,2.467,6,0
5320,10.6,2.106,0.679,12,0
5321,62.3,0.037,0.034,1,1
5322,9.1,2.278,1.284,8,0
5323,2.5,2.282,2.25,7,0
5324,177.0,0.056,0.063,1,1
5325,92.6,0.041,0.069,2,1
5326,2.2,2.606,2.369,5,0
5327,123.4,0.064,0.074,2,1
5328,3.4,2.958,0.51,3,0
5329,149.7,0.06,0.054,2,1
5330,3.6,2.767,1.82,14,0
5331,17.5,0.719,2.336,13,0
5332,12.6,1.529,1.304,10,0
5333,18.2,1.663,0.48,5,0
5334,14.4,1.602,1.751,7,0
5335,19.5,2.063,0.809,14,0
5336,11.2,0.926,1.56,5,0
5337,180.6,0.062,0.025,1,1
5338,12.4,1.879,1.572,11,0
5339,10.7,2.761,2.358,5,0
5340,17.2,0.507,1.42,10,0
5341,13.6,2.075,0.473,8,0
5342,120.9,0.068,0.062,1,1
5343,170.9,0.068,0.018,1,1
5344,5.4,2.36,2.034,14,0
5345,13.7,1.068,1.387,13,0
5346,5.6,1.012,1.957,9,0
5347,12.5,2.258,2.309,6,0
5348,142.7,0.065,0.023,1,1
5349,20.0,1.084,2.478,11,0
5350,2.5,1.71,0.715,4,0
5351,3.6,1.649,1.752,10,0
5352,3.4,2.229,0.473,13,0
5353,70.3,0.015,0.068,1,1
5354,16.8,1.967,1.731,8,0
5355,17.2,2.014,0.497,5,0
5356,15.3,2.364,0.614,7,0
5357,18.1,2.723,1.011,4,0
5358,7.8,1.6,1.609,8,0
5359,3.6,1.356,0.434,5,0
5360,3.0,0.756,1.413,6,0
5361,17.3,1.342,1.714,11,0
5362,15.1,0.671,1.245,12,0
5363,14.6,2.507,0.542,7,0
5364,8.1,2.518,1.683,9,0
5365,8.8,1.543,1.672,14,0
5366,19.2,1.149,1.463,11,0
5367,3.1,0.795,1.856,7,0
5368,15.9,2.628,0.836,3,0
5369,7.6,2.694,1.825,4,0
5370,2.7,1.166,0.739,5,0
5371,15.4,2.054,1.225,5,0
5372,8.0,1.147,0.542,3,0
5373,15.0,1.063,2.12,11,0
5374,14.7,0.553,1.53,11,0
5375,11.6,1.943,2.439,14,0
5376,16.0,0.875,2.379,6,0
5377,266.8,0.054,0.074,2,1
5378,7.2,0.762,0.613,6,0
5379,15.2,1.284,1.674,10,0
5380,12.6,2.173,1.256,5,0
5381,2.2,1.007,1.519,11,0
5382,18.2,2.719,1.048,13,0
5383,11.8,1.221,0.501,13,0
5384,120.3,0.011,0.015,2,1
5385,17.9,1.045,2.428,10,0
5386,202.3,0.062,0.032,2,1
5387,11.1,0.685,1.092,9,0
5388,9.5,1.237,2.37,4,0
5389,10.1,2.649,1.166,7,0
5390,18.1,2.221,2.321,11,0
5391,16.2,2.688,2.197,7,0
5392,4.3,0.762,1.51,6,0
5393,13.0,1.639,1.821,10,0
5394,192.5,0.014,0.054,2,1
5395,99.8,0.079,0.076,1,1
5396,16.1,2.926,0.738,11,0
5397,15.8,2.538,1.855,4,0
5398,8.3,0.588,0.407,12,0
5399,8.7,1.292,1.891,11,0
5400,15.0,0.571,1.565,13,0
5401,11.0,0.6,0.945,10,0
5402,12.3,0.699,2.088,12,0
5403,14.8,1.191,1.251,9,0
5404,57.5,0.053,0.05,2,1
5405,6.9,1.501,0.458,6,0
5406,264.2,0.023,0.067,1,1
5407,7.3,2.429,0.751,9,0
5408,11.1,0.854,0.98,14,0
5409,8.2,0.894,0.929,14,0
5410,12.2,2.066,0.497,8,0
5411,3.0,1.929,1.367,10,0
5412,11.2,0.885,1.497,3,0
5413,8.6,2.631,1.599,5,0
5414,11.6,1.323,1.371,10,0
5415,9.6,1.417,2.226,4,0
5416,7.1,1.551,0.479,11,0
5417,18.3,1.307,1.689,4,0
5418,5.3,1.894,2.219,11,0
5419,14.3,1.472,0.486,14,0
5420,18.6,1.149,1.442,9,0
5421,174.4,0.043,0.075,2,1
5422,17.8,1.271,0.801,5,0
5423,4.2,2.246,0.93,10,0
5424,10.9,1.368,2.05,12,0
5425,10.2,1.588,1.592,13,0
5426,2.1,1.09,1.063,9,0
5427,10.0,2.381,2.006,12,0
5428,8.6,2.343,1.968,14,0
5429,14.1,0.556,1.125,3,0
5430,18.9,0.65,1.426,13,0
5431,3.5,2.806,1.795,9,0
5432,7.9,2.722,1.121,3,0
5433,153.6,0.068,0.046,2,1
5434,10.2,1.733,0.927,13,0
5435,15.9,2.531,1.013,7,0
5436,10.0,0.846,1.052,12,0
5437,2.5,2.134,2.366,7,0
5438,240.7,0.023,0.062,1,1
5439,17.9,2.358,1.587,4,0
5440,58.3,0.048,0.056,2,1
5441,241.3,0.01,0.057,2,1
5442,4.9,1.892,1.764,13,0
5443,6.0,2.602,1.089,13,0
5444,6.2,2.192,1.686,3,0
5445,152.2,0.065,0.046,1,1
5446,18.7,2.718,0.496,13,0
5447,11.4,1.52,1.675,6,0
5448,5.5,0.844,1.585,6,0
5449,6.8,2.076,0.834,5,0
5450,8.9,2.684,1.758,9,0
5451,13.2,0.687,1.565,4,0
5452,187.9,0.024,0.054,1,1
5453,238.1,0.037,0.049,2,1
5454,186.7,0.047,0.055,2,1
5455,6.4,2.199,2.496,10,0
5456,3.4,2.205,1.847,4,0
5457,2.4,2.002,1.837,10,0
5458,6.5,2.648,1.068,9,0
5459,3.6,0.702,0.597,12,0
5460,8.1,0.763,2.394,10,0
5461,15.9,2.661,0.621,5,0
5462,65.4,0.02,0.045,2,1
5463,13.0,1.183,0.664,3,0
5464,17.3,2.345,0.759,9,0
5465,7.1,2.736,1.048,13,0
5466,17.9,2.224,1.476,6,0
5467,9.2,2.48,2.06,6,0
5468,232.2,0.075,0.026,1,1
5469,246.6,0.043,0.059,2,1
5470,165.5,0.026,0.037,2,1
5471,159.8,0.061,0.019,1,1
5472,4.5,1.085,1.893,10,0
5473,8.1,1.81,1.235,8,0
5474,7.7,2.215,0.785,4,0
5475,3.3,1.046,1.043,5,0
5476,4.7,2.137,1.777,6,0
5477,2.8,0.605,1.438,4,0
5478,7.3,1.259,1.961,13,0
5479,17.6,2.185,0.858,3,0
5480,8.1,0.873,2.168,11,0
5481,4.2,1.055,0.727,14,0
5482,13.6,2.698,1.093,12,0
5483,19.9,2.186,1.642,4,0
5484,6.2,1.747,1.947,13,0
5485,7.0,1.027,0.959,7,0
5486,19.5,1.354,2.391,9,0
5487,5.2,1.936,1.883,13,0
5488,11.2,0.888,0.857,4,0
5489,6.3,1.704,1.924,8,0
5490,18.8,1.522,1.862,12,0
5491,19.7,1.692,1.981,13,0
5492,16.7,0.764,2.323,10,0
5493,7.7,0.766,1.895,9,0
5494,9.3,2.91,1.139,8,0
5495,6.4,2.948,2.06,14,0
5496,18.0,1.565,1.861,13,0
5497,18.5,2.472,1.606,10,0
5498,9.5,2.139,1.143,4,0
5499,13.8,0.792,2.334,6,0
5500,5.0,1.242,1.477,6,0
5501,9.8,1.284,1.719,9,0
5502,13.4,1.989,1.272,9,0
5503,8.9,1.95,2.04,5,0
5504,8.4,2.809,1.116,6,0
5505,2.0,2.475,2.102,3,0
5506,16.5,2.642,0.627,10,0
5507,18.0,2.728,1.889,14,0
5508,19.5,2.503,1.401,14,0
5509,113.0,0.073,0.07,2,1
5510,11.9,1.038,1.516,13,0
5511,6.8,1.929,0.682,7,0
5512,20.0,2.224,1.402,7,0
5513,12.6,1.466,2.426,3,0
5514,14.3,2.621,1.985,3,0
5515,14.3,2.901,1.03,9,0
5516,17.2,1.923,2.383,14,0
5517,211.0,0.074,0.023,1,1
5518,6.0,2.607,1.165,14,0
5519,14.0,0.561,1.668,3,0
5520,270.5,0.04,0.048,1,1
5521,14.3,2.614,0.603,8,0
5522,214.0,0.035,0.06,2,1
5523,8.5,1.54,0.801,3,0
5524,242.8,0.075,0.055,1,1
5525,15.3,1.379,1.876,13,0
5526,12.9,2.085,2.358,5,0
5527,259.4,0.014,0.021,1,1
5528,18.7,0.961,1.226,10,0
5529,11.9,1.212,1.691,12,0
5530,16.2,2.79,2.037,10,0
5531,5.9,0.959,2.334,8,0
5532,8.2,0.934,0.401,7,0
5533,17.7,1.699,1.718,7,0
5534,2.9,0.73,0.415,8,0
5535,11.2,2.737,2.053,8,0
5536,10.7,0.75,0.714,12,0
5537,15.5,2.041,2.279,11,0
5538,7.1,1.349,0.726,9,0
5539,5.9,2.511,2.005,8,0
5540,18.7,1.975,1.008,13,0
5541,12.3,1.471,1.57,12,0
5542,3.9,2.96,1.678,9,0
5543,5.5,0.666,0.834,5,0
5544,20.0,1.944,1.027,14,0
5545,106.5,0.063,0.024,2,1
5546,13.0,2.227,0.411,12,0
5547,9.6,2.349,0.903,9,0
5548,17.9,0.58,1.484,5,0
5549,15.6,0.553,1.899,6,0
5550,150.5,0.022,0.02,1,1
5551,2.2,2.979,0.547,4,0
5552,17.8,2.949,0.972,7,0
5553,159.0,0.043,0.015,1,1
5554,18.8,1.227,1.41,7,0
5555,10.9,0.865,0.783,13,0
5556,14.5,1.323,1.224,12,0
5557,3.2,1.425,0.967,12,0
5558,189.7,0.077,0.03,1,1
5559,62.3,0.051,0.047,1,1
5560,8.3,2.367,1.013,5,0
5561,4.1,2.116,2.385,9,0
5562,197.1,0.047,0.022,2,1
5563,5.3,2.346,1.904,8,0
5564,7.9,1.689,1.086,4,0
5565,72.1,0.014,0.078,2,1
5566,8.6,1.207,1.398,5,0
5567,15.0,2.198,1.145,12,0
5568,3.5,2.898,2.292,5,0
5569,251.6,0.029,0.059,2,1
5570,10.7,2.781,1.921,9,0
5571,19.6,0.536,1.683,13,0
5572,17.2,2.486,2.093,9,0
5573,10.2,2.634,1.539,12,0
5574,16.0,2.077,1.722,8,0
5575,5.5,2.835,2.422,6,0
5576,12.1,1.975,0.593,10,0
5577,3.3,1.101,0.62,12,0
5578,290.8,0.01,0.051,1,1
5579,6.1,1.89,1.393,4,0
5580,122.4,0.071,0.058,2,1
5581,10.8,0.681,0.574,3,0
5582,15.5,2.011,0.447,10,0
5583,11.3,2.425,2.006,7,0
5584,3.6,0.789,1.419,8,0
5585,176.7,0.055,0.041,2,1
5586,17.0,1.415,1.158,3,0
5587,18.3,1.185,1.877,9,0
5588,12.3,0.996,1.426,5,0
5589,15.6,0.997,1.685,4,0
5590,15.5,0.827,1.177,9,0
5591,4.8,2.027,0.57,12,0
5592,5.0,2.22,2.389,11,0
5593,3.3,2.257,2.156,6,0
5594,7.8,1.831,1.055,9,0
5595,10.5,2.882,2.413,7,0
5596,20.0,2.701,1.031,12,0
5597,9.8,2.894,1.33,12,0
5598,15.1,1.472,1.986,13,0
5599,14.5,2.694,1.049,9,0
5600,5.7,2.407,1.081,3,0
5601,3.1,1.35,1.261,13,0
5602,255.8,0.018,0.043,2,1
5603,14.6,2.207,0.66,11,0
5604,20.0,0.841,0.437,8,0
5605,128.7,0.035,0.072,2,1
5606,89.4,0.067,0.061,1,1
5607,8.9,2.2,0.614,3,0
5608,234.8,0.02,0.051,1,1
5609,12.8,1.983,1.02,14,0
5610,3.0,2.179,0.781,9,0
5611,3.4,1.275,2.421,14,0
5612,2.4,2.218,2.333,14,0
5613,8.7,1.594,0.622,13,0
5614,15.4,2.642,2.288,10,0
5615,5.1,1.481,2.271,5,0
5616,224.6,0.026,0.077,1,1
5617,192.5,0.048,0.056,1,1
5618,16.3,2.528,0.857,3,0
5619,286.1,0.02,0.038,1,1
5620,288.8,0.037,0.013,2,1
5621,11.4,1.688,2.126,14,0
5622,7.1,2.265,1.846,7,0
5623,16.6,2.738,0.78,6,0
5624,265.4,0.079,0.037,2,1
5625,7.2,0.772,1.547,9,0
5626,5.3,1.422,1.712,4,0
5627,14.1,1.876,0.552,4,0
5628,14.4,1.544,1.69,6,0
5629,13.7,0.966,1.946,7,0
5630,9.5,0.592,0.781,12,0
5631,3.8,2.219,0.917,14,0
5632,123.3,0.048,0.075,2,1
5633,106.3,0.059,0.013,1,1
5634,9.3,2.208,1.255,13,0
5635,258.9,0.056,0.023,1,1
5636,5.5,1.139,1.921,12,0
5637,4.4,2.056,1.18,8,0
5638,9.3,0.652,0.622,13,0
5639,212.8,0.025,0.067,2,1
5640,149.0,0.069,0.036,1,1
5641,18.1,2.652,0.947,10,0
5642,152.4,0.019,0.023,2,1
5643,10.7,2.472,1.797,8,0
5644,14.4,2.86,1.877,9,0
5645,19.1,1.04,0.455,4,0
5646,4.0,2.483,1.856,8,0
5647,17.0,1.175,2.372,7,0
5648,263.3,0.075,0.067,2,1
5649,4.6,0.746,1.495,10,0
5650,7.3,0.946,1.863,7,0
5651,10.7,2.302,0.883,9,0
5652,14.4,0.937,1.978,6,0
5653,90.8,0.025,0.049,1,1
5654,11.6,1.889,2.111,13,0
5655,14.3,2.587,0.944,5,0
5656,286.0,0.077,0.048,1,1
5657,17.5,2.603,1.268,12,0
5658,17.7,2.52,0.96,14,0
5659,10.5,1.948,0.753,6,0
5660,19.5,2.116,2.309,5,0
5661,3.4,0.601,1.296,9,0
5662,2.1,1.418,2.218,14,0
5663,208.3,0.066,0.031,2,1
5664,247.8,0.022,0.057,1,1
5665,13.3,1.474,0.631,5,0
5666,10.6,1.387,0.437,11,0
5667,142.7,0.021,0.07,2,1
5668,5.1,1.995,0.554,14,0
5669,17.3,2.783,1.369,11,0
5670,17.6,0.864,2.245,7,0
5671,196.7,0.016,0.063,2,1
5672,14.0,1.837,1.389,12,0
5673,12.8,0.503,1.683,7,0
5674,5.7,2.469,1.722,6,0
5675,237.5,0.027,0.053,2,1
5676,14.5,1.72,0.998,12,0
5677,158.8,0.056,0.035,1,1
5678,2.3,1.437,1.194,8,0
5679,19.2,1.578,0.975,9,0
5680,17.2,0.54,0.928,4,0
5681,6.7,0.709,1.145,6,0
5682,172.0,0.046,0.07,2,1
5683,18.6,0.875,1.423,7,0
5684,3.7,2.447,0.764,3,0
5685,11.1,1.186,2.056,8,0
5686,10.2,0.745,2.207,7,0
5687,9.4,1.088,0.921,4,0
5688,17.0,1.393,0.659,5,0
5689,195.5,0.053,0.05,2,1
5690,3.1,0.854,2.341,14,0
5691,3.2,1.31,0.474,9,0
5692,2.8,1.276,0.43,7,0
5693,9.4,2.501,0.785,14,0
5694,14.9,2.608,1.838,14,0
5695,65.9,0.012,0.072,2,1
5696,13.6,0.81,1.976,3,0
5697,14.4,2.085,1.603,5,0
5698,6.6,2.512,1.871,12,0
5699,265.8,0.016,0.028,1,1
5700,14.3,0.517,1.846,5,0
5701,10.4,1.534,1.075,5,0
5702,8.1,2.335,0.867,10,0
5703,13.1,2.571,0.897,12,0
5704,19.6,0.656,1.802,5,0
5705,9.7,2.202,2.011,13,0
5706,9.1,1.222,1.622,4,0
5707,10.4,0.686,0.534,5,0
5708,266.7,0.058,0.056,2,1
5709,12.0,0.895,0.856,4,0
5710,7.9,2.343,1.002,10,0
5711,4.2,2.353,1.25,14,0
5712,10.4,2.605,0.56,7,0
5713,2.1,1.444,1.923,5,0
5714,9.2,0.533,1.894,13,0
5715,3.9,1.149,1.128,10,0
5716,2.4,1.67,1.582,10,0
5717,120.4,0.069,0.075,1,1
5718,18.5,1.455,1.272,6,0
5719,270.0,0.035,0.036,1,1
5720,11.7,1.811,1.787,14,0
5721,7.0,0.912,0.618,3,0
5722,10.9,2.058,2.18,9,0
5723,9.9,1.598,1.829,14,0
5724,6.8,2.52,1.351,7,0
5725,14.6,2.227,1.853,14,0
5726,236.3,0.022,0.077,1,1
5727,170.8,0.032,0.037,2,1
5728,15.8,2.256,1.698,12,0
5729,14.0,0.718,2.348,13,0
5730,11.0,2.481,0.54,10,0
5731,10.4,1.055,1.187,5,0
5732,11.0,1.758,2.367,5,0
5733,136.9,0.039,0.041,2,1
5734,9.1,1.928,2.108,7,0
5735,11.0,1.56,0.403,10,0
5736,11.5,0.517,0.454,3,0
5737,14.5,0.834,1.088,4,0
5738,14.8,1.947,2.014,4,0
5739,8.8,1.735,0.619,14,0
5740,9.4,1.41,1.204,12,0
5741,8.7,2.808,0.676,4,0
5742,11.7,1.331,0.87,7,0
5743,149.8,0.054,0.066,1,1
5744,18.0,1.922,1.07,9,0
5745,14.5,1.819,0.845,14,0
5746,18.2,1.694,1.226,5,0
5747,14.8,1.343,1.872,3,0
5748,19.5,2.772,0.651,11,0
5749,183.6,0.039,0.028,2,1
5750,19.3,1.821,0.977,6,0
5751,4.8,2.141,1.195,7,0
5752,2.9,0.669,2.125,6,0
5753,12.4,2.453,2.352,10,0
5754,153.1,0.073,0.059,2,1
5755,155.1,0.038,0.031,2,1
5756,5.8,2.43,1.821,6,0
5757,11.4,2.685,2.169,14,0
5758,13.7,1.481,2.288,5,0
5759,100.8,0.023,0.052,2,1
5760,14.9,1.147,2.463,9,0
5761,227.0,0.027,0.064,1,1
5762,18.1,0.757,1.464,5,0
5763,7.2,0.55,1.538,8,0
5764,7.9,0.739,1.802,14,0
5765,202.4,0.043,0.012,2,1
5766,298.0,0.065,0.016,2,1
5767,3.8,2.076,1.48,5,0
5768,15.7,1.291,0.474,4,0
5769,8.6,2.341,2.191,11,0
5770,17.8,0.615,2.375,7,0
5771,18.7,1.042,0.455,12,0
5772,2.4,1.52,2.057,7,0
5773,85.3,0.071,0.075,1,1
5774,14.8,0.827,1.63,4,0
5775,78.4,0.023,0.067,1,1
5776,9.0,1.211,1.558,13,0
5777,11.3,2.303,1.44,7,0
5778,7.8,1.05,2.192,10,0
5779,13.2,2.695,1.835,10,0
5780,3.7,1.469,1.267,12,0
5781,13.2,2.752,1.846,9,0
5782,7.0,1.355,2.427,7,0
5783,2.3,0.522,0.569,14,0
5784,11.9,1.793,1.215,6,0
5785,12.4,1.812,2.228,14,0
5786,179.0,0.01,0.071,1,1
5787,88.0,0.071,0.041,2,1
5788,18.1,2.459,0.484,13,0
5789,13.0,0.592,2.212,5,0
5790,4.1,1.724,2.063,5,0
5791,202.7,0.026,0.06,1,1
5792,11.0,2.222,1.654,8,0
5793,3.1,0.594,0.509,3,0
5794,12.9,1.964,1.532,14,0
5795,16.5,0.508,1.256,8,0
5796,15.5,1.163,1.507,14,0
5797,5.7,1.749,1.955,7,0
5798,17.5,2.778,1.652,8,0
5799,8.2,0.816,1.014,10,0
5800,19.0,0.923,1.659,3,0
5801,3.3,2.173,0.575,13,0
5802,99.0,0.068,0.08,2,1
5803,12.7,2.059,1.243,14,0
5804,170.7,0.049,0.04,2,1
5805,15.9,2.967,2.128,6,0
5806,13.3,1.384,1.555,11,0
5807,202.8,0.038,0.069,1,1
5808,13.0,2.762,0.664,12,0
5809,164.5,0.02,0.016,1,1
5810,5.5,1.631,2.336,9,0
5811,130.0,0.057,0.048,1,1
5812,18.1,1.237,0.523,13,0
5813,7.3,2.986,1.354,11,0
5814,11.7,2.334,0.776,5,0
5815,245.6,0.067,0.033,2,1
5816,263.7,0.042,0.047,1,1
5817,119.5,0.041,0.018,1,1
5818,253.3,0.063,0.036,2,1
5819,16.5,1.166,0.782,3,0
5820,11.0,1.059,0.921,10,0
5821,9.1,1.118,0.461,11,0
5822,18.9,1.846,1.904,12,0
5823,11.2,1.228,1.044,11,0
5824,10.4,0.868,1.866,14,0
5825,14.1,2.987,1.772,10,0
5826,6.7,2.751,0.539,12,0
5827,7.8,2.088,1.055,10,0
5828,18.8,2.729,1.59,6,0
5829,14.2,2.839,2.329,10,0
5830,16.9,2.19,1.243,9,0
5831,6.9,1.797,1.46,11,0
5832,11.8,2.705,1.975,12,0
5833,19.5,1.919,2.087,10,0
5834,7.7,0.817,2.339,14,0
5835,4.9,1.417,1.444,12,0
5836,11.2,1.615,0.807,4,0
5837,9.0,2.838,2.005,10,0
5838,4.9,2.148,0.664,10,0
5839,18.0,2.688,1.279,12,0
5840,147.9,0.045,0.015,1,1
5841,171.9,0.065,0.042,1,1
5842,15.9,2.297,1.939,14,0
5843,17.5,0.988,0.806,5,0
5844,14.6,1.52,2.461,10,0
5845,2.8,2.515,0.775,10,0
5846,107.9,0.014,0.041,1,1
5847,3.3,2.564,1.795,6,0
5848,2.2,1.137,2.311,7,0
5849,7.5,2.374,1.575,4,0
5850,206.4,0.07,0.033,1,1
5851,6.3,1.863,1.531,12,0
5852,3.2,1.584,0.49,11,0
5853,11.5,1.891,1.831,5,0
5854,6.9,0.839,1.152,8,0
5855,16.3,1.403,2.365,10,0
5856,2.1,2.167,0.792,4,0
5857,75.2,0.028,0.076,1,1
5858,197.9,0.022,0.016,1,1
5859,297.4,0.012,0.068,2,1
5860,15.2,2.86,1.241,5,0
5861,238.4,0.068,0.035,1,1
5862,5.8,1.4,0.709,13,0
5863,19.9,1.38,2.124,12,0
5864,15.9,1.887,1.342,10,0
5865,15.1,0.739,1.603,11,0
5866,8.5,1.258,1.548,9,0
5867,11.8,1.077,1.609,11,0
5868,13.8,1.058,1.88,14,0
5869,273.8,0.014,0.024,2,1
5870,14.7,1.461,0.975,5,0
5871,3.5,0.928,1.563,3,0
5872,8.4,2.719,0.913,3,0
5873,9.8,2.685,1.637,14,0
5874,6.7,2.656,1.307,7,0
5875,5.1,1.477,0.483,11,0
5876,4.5,0.642,1.941,12,0
5877,8.6,0.767,0.977,14,0
5878,10.9,1.19,2.332,8,0
5879,166.0,0.077,0.029,1,1
5880,19.0,2.685,2.493,8,0
5881,15.8,2.966,1.372,13,0
5882,85.5,0.05,0.073,1,1
5883,5.1,2.325,0.56,11,0
5884,12.9,1.972,0.572,12,0
5885,122.1,0.059,0.068,1,1
5886,19.7,2.868,0.962,9,0
5887,15.5,2.003,1.082,12,0
5888,12.4,0.887,0.634,14,0
5889,17.3,0.91,1.32,10,0
5890,4.8,1.96,1.167,4,0
5891,2.3,1.334,1.736,12,0
5892,14.4,2.776,0.811,9,0
5893,3.8,2.029,2.319,7,0
5894,4.1,2.191,1.484,3,0
5895,15.4,0.515,1.71,9,0
5896,6.9,1.747,0.483,12,0
5897,13.3,1.578,1.574,10,0
5898,18.5,2.265,1.173,3,0
5899,62.3,0.061,0.011,1,1
5900,5.9,2.941,2.26,6,0
5901,3.9,2.176,1.739,7,0
5902,4.3,2.15,2.012,7,0
5903,3.1,2.798,1.754,6,0
5904,175.5,0.03,0.02,1,1
5905,9.8,0.995,1.877,3,0
5906,212.4,0.066,0.057,2,1
5907,14.7,0.906,1.833,7,0
5908,17.7,1.643,0.422,3,0
5909,16.1,0.75,1.053,5,0
5910,156.1,0.076,0.032,1,1
5911,3.8,1.671,1.1,9,0
5912,14.8,2.072,1.857,12,0
5913,8.5,2.195,1.498,12,0
5914,3.5,2.049,2.415,12,0
5915,190.8,0.036,0.074,1,1
5916,8.1,2.592,1.916,8,0
5917,5.9,1.879,2.155,11,0
5918,17.7,1.725,0.933,9,0
5919,18.2,2.968,1.984,7,0
5920,130.2,0.068,0.065,1,1
5921,8.4,1.82,0.67,12,0
5922,12.4,2.206,0.408,6,0
5923,71.5,0.064,0.071,1,1
5924,3.1,1.386,0.791,11,0
5925,12.7,2.504,0.508,8,0
5926,19.2,1.092,1.444,6,0
5927,6.7,1.733,1.128,7,0
5928,18.4,2.077,1.853,10,0
5929,158.0,0.051,0.024,1,1
5930,6.8,2.321,0.679,8,0
5931,15.6,2.665,1.249,4,0
5932,186.9,0.036,0.021,1,1
5933,15.3,2.267,2.131,3,0
5934,16.4,2.33,1.63,5,0
5935,6.4,1.251,2.295,13,0
5936,295.7,0.039,0.075,1,1
5937,16.6,2.663,1.652,12,0
5938,8.5,1.225,1.776,14,0
5939,136.8,0.032,0.038,2,1
5940,3.7,2.295,2.476,6,0
5941,12.4,1.579,1.383,14,0
5942,219.4,0.04,0.039,1,1
5943,16.8,2.226,2.19,12,0
5944,9.8,2.145,0.771,5,0
5945,255.7,0.079,0.058,2,1
5946,7.0,1.52,1.332,7,0
5947,4.9,1.585,0.919,6,0
5948,133.8,0.035,0.038,1,1
5949,282.5,0.057,0.071,2,1
5950,11.4,0.715,1.132,6,0
5951,19.2,1.269,1.887,12,0
5952,12.9,1.683,0.926,12,0
5953,12.9,2.342,1.037,14,0
5954,4.3,2.359,0.911,7,0
5955,19.9,1.726,1.602,13,0
5956,15.9,0.792,0.875,6,0
5957,17.8,1.232,1.909,11,0
5958,9.5,1.137,1.829,4,0
5959,11.0,2.453,1.285,3,0
5960,11.4,0.95,0.454,9,0
5961,5.5,1.662,0.448,11,0
5962,14.4,2.177,1.519,11,0
5963,18.3,2.912,2.162,6,0
5964,4.9,2.998,1.658,6,0
